Unnamed: 0,Table 1. Data Report Form for  Financial Soundness Indicators and Underlying Series,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,retrieved
,,Consoli-dation Basis,2019M1,2019M2,"2019M3/
2019Q1",2019M4,2019M5,"2019M6/
2019Q2",2019M7,2019M8,"2019M9/
2019Q3",2019M10,"2019M11
","2019M12/
2019Q4",2020M1,2020M2,"2020M3/
2020Q1",2020M4,2020M5,"2020M6/
2020Q2",2020M7,2020M8,"2020M9/
2020Q3",2020M10,2020M11,"2020M12/
2020Q4",2021M1,2021М2,"2021M3/
2021Q1",2021M4,2021М5,"2021M6/
2021Q2",2021M7,2021M8,"2021M9/
2021Q3",2021M10,2021M11,"2021M12/
2021Q4",2022M1,2022M2 13,"2022M3/
2022Q1 13",2022M4 13,2022M5,"2022M6/
2022Q2",2022M7,2022М8,"11/03/2022, 23:07:53"
,Core FSIs for Deposit takers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/03/2022, 23:07:53"
І1,Regulatory capital to risk-weighted assets1,CBDI,16.52,16.93,16.96,16.21,17.65,17.47,17.42,18,18.43,18.59,18.72,19.66,20.31,20.12,19.29,19.71,22.17,21.91,21.52,21.44,21.91,21.76,21.63,21.98,21.39,22.36,22.59,23.02,22.64,21.65,21.72,21.29,21.59,21.69,21.44,18.01,17.99,…,…,…,16.65,17.16,17.11,16.92,"11/03/2022, 23:07:53"
S010,Total regulatory capital,CBDI,124984.66198104,126448.91219422,128231.18113824,123439.1815599,134910.10151407,136023.46639168,137905.84488378,142200.47868222,143946.11872246,146820.8278611,147073.24052626002,150313.83631065,150946.52541289,149264.49008411999,155287.70478979,154363.33857408,171704.40272713001,170821.42651427,172703.98292438,172954.11232864,178767.61963427,180737.3395066,181880.57753609,182283.62784879998,176957.02647857,175426.40937087,178607.15972348998,187474.185469212,189427.274160968,191534.898184418,196252.535898948,199161.67407942802,203740.30879844,206207.650939384,213309.25522141598,211742.262775115,218993.894153835,…,…,…,199083.171662555,202363.39609898,204061.913447345,197124.59246107502,"11/03/2022, 23:07:53"
S020,Risk-weighted assets1 ,CBDI,756355.33281825,746723.4208328499,755984.035244317,761627.065561834,764529.366857594,778590.642544712,791695.225984916,789957.9296967359,781060.310373865,789929.827351666,785734.804394108,764388.657354737,743149.743809369,741737.050080792,804927.127352735,783356.6836330771,774417.492147126,779543.05261712,802487.344568545,806753.186789325,816100.012833043,830616.00711149,840679.750697702,829174.94602553,827216.344520698,784625.9406318399,790560.110720818,814282.90279301,836550.462139211,884772.431528864,903658.375379052,935601.352250329,943698.2196965091,950523.404745228,994739.702110729,1175760.3033708502,1217239.68578506,…,…,…,1195786.52000755,1179085.79051629,1192434.4710436899,1165204.58572379,"11/03/2022, 23:07:53"
І2,Regulatory Tier 1 capital to risk-weighted assets1,CBDI,10.43,10.97,10.91,11.4,13.16,12.98,12.74,13,13.12,13.25,13.28,13.5,14.13,14.11,13.01,14.47,15.89,15.75,15.38,15.36,16.05,15.74,15.51,15.67,15.17,15.95,16.18,16.77,16.76,16.12,15.7,15.18,15.17,15.09,14.45,11.99,11.65,…,…,…,11.4,11.4,11.52,11.47,"11/03/2022, 23:07:53"
S030,Regulatory Tier 1 capital,CBDI,78895.85815059,81911.07976023,82511.81798889,86818.96264294999,100615.80385392002,101071.65551712,100833.17038347,102702.51334684,102464.44477527,104688.04801344,104349.85245961,103198.21610508,104995.93898846001,104660.07425671001,104688.259631,113379.97957463001,123052.55965981,122804.86635627999,123439.32198036001,123945.05970560001,130986.63151039,130773.91410493,130415.48833086,129961.81163316,125449.80519013,125133.25764299001,127916.49298144001,136542.76704173,140245.062815084,142631.55535067,141840.072937946,142056.51669805803,143171.332170072,143476.349203652,143773.58408388,140955.73770539497,141853.57369192,…,…,…,136316.88227731,134402.48879759,137317.02058611,133682.501496125,"11/03/2022, 23:07:53"
S040,Risk-weighted assets1 ,CBDI,756355.33281825,746723.4208328499,755984.035244317,761627.065561834,764529.366857594,778590.642544712,791695.225984916,789957.9296967359,781060.310373865,789929.827351666,785734.804394108,764388.657354737,743149.743809369,741737.050080792,804927.127352735,783356.6836330771,774417.492147126,779543.05261712,802487.344568545,806753.186789325,816100.012833043,830616.00711149,840679.750697702,829174.94602553,827216.344520698,784625.9406318399,790560.110720818,814282.90279301,836550.462139211,884772.431528864,903658.375379052,935601.352250329,943698.2196965091,950523.404745228,994739.702110729,1175760.3033708502,1217239.68578506,…,…,…,1195786.52000755,1179085.79051629,1192434.4710436899,1165204.58572379,"11/03/2022, 23:07:53"
I3,Nonperforming loans2 net of provisions to capital ,CBDI,56.09,45.22,44.09,46.04,41.65,38.27,36.43,33.59,31.53,31.31,29.44,25.28,25.14,23.73,25.44,23.52,24.48,24.83,25.03,24.53,23.14,22.53,22.69,21.91,22.53,21.78,21.05,23.45,21.85,21.09,18.51,17.62,16.36,15.53,14.07,11.4,11.39,11.45,12.4,13.26,12.9,18.92,17.22,17.41,"11/03/2022, 23:07:53"
S050,Nonperforming loans2 net of provisions,CBDI,85950.91247811005,72361.20575815998,71563.58881835011,69138.86916204996,66837.50367261004,63743.01572688011,63089.64170102001,60805.98570538004,58785.88336980005,59098.34571879002,58102.9003705699,50777.80721964,52420.00536205998,51514.202861760044,52555.25287037995,50529.80953368993,49126.84484363004,48881.35011586,49803.529163320025,49654.23233654996,48158.40654602996,47413.77255300997,48221.195648439985,46196.98183243,48182.095892919984,46518.06604214001,45598.60086234001,47621.65254606999,44909.75128945004,44068.62486283999,40334.26414000004,39364.71494109003,37741.40702207002,36767.762332779996,34335.64250831999,29137.53095715004,29536.12974984001,28227.21860175993,25795.72344301996,26568.80273212999,26665.72022875998,38457.69744866999,41167.22658858,42344.48392312997,"11/03/2022, 23:07:53"
S060,Capital,CBDI,153241.61504285,160028.83118011002,162328.37682517,150160.4312482,160476.43362300997,166544.14646122998,173179.76444785,181033.50838252003,186418.88874675002,188738.61344852,197337.00802646,200828.99275675998,208507.28046503,217127.71403339,206552.55567907004,214838.51714828,200646.34150858,196885.2965938,198989.47166701002,202418.24152823,208142.52419219998,210424.53782975,212549.82709385,210831.83625327997,213825.57798712,213614.05403065,216620.97271781,203069.20078752,205534.19534971,208908.6971674,217960.73492319998,223353.53107569,230694.42896843998,236767.23996719005,244081.34592395,255678.06622036002,259293.28112859002,246434.09432571998,208107.24262011997,200365.03204278,206786.32987916004,203227.23996518,239105.08854816997,243274.01235561,"11/03/2022, 23:07:53"
І4,Nonperforming loans to total gross loans2,CBDI,53.19,52.24,51.68,51.43,51.3,50.77,50.2,49.28,48.93,48.75,48.69,48.36,49.1,48.75,48.92,49.34,49.62,48.47,48.12,48.05,45.62,43.37,42.03,41,40.98,40.37,39.93,39.57,37.85,37.18,36.3,34.99,33.26,32.65,30.67,30.02,29.54,26.58,27.06,27.35,27.64,29.71,30.02,30.77,"11/03/2022, 23:07:53"
S070,Nonperforming loans2 ,CBDI,632596.93118285,607256.99338045,610655.3719479301,599544.42255423,588927.94163153,581329.2819981801,570713.22192067,565616.20354914,547230.60020671,558142.22357784,548701.4934417299,530780.40499235,544690.23498409,539457.27973157,575420.2209224399,562806.82543873,561663.168441,536288.163515,547187.81873009,547708.09353837,510823.96908953995,471964.02215757,449321.40309844,430370.57045621,433432.64714093,427470.8854018,422602.84746857,425884.64686443,408459.89625306,405522.21589359,395827.1813036,393178.24624727,374400.6509769,372053.08669962,356542.94507078995,345130.94685403997,351290.71136245003,305072.07100134995,306221.01383574,309656.52675516,317455.62930941,339468.25349971,363704.78881071,368678.20613792,"11/03/2022, 23:07:53"
S080,Total gross loans2,CBDI,1189209.68626742,1162458.59716346,1181707.1818844199,1165796.09726481,1148065.42374589,1144943.33078015,1136897.78640044,1147669.70896641,1118303.99334104,1144794.40502756,1127014.94019946,1097594.59791977,1109264.38210869,1106651.0402231498,1176221.54734774,1140558.8074833,1131837.64315452,1106385.64990351,1137056.87500699,1139828.59477522,1119707.6204085802,1088156.33568209,1068928.88316046,1049579.47437442,1057738.64069696,1058922.31917725,1058229.78553369,1076383.20277674,1079238.66502767,1090643.48925366,1090426.64688406,1123711.75244145,1125677.22784398,1139349.15156987,1162403.8886953301,1149566.6572000901,1189163.54983119,1147643.52744743,1131438.91447958,1132120.6742389,1148429.0511566498,1142502.48211828,1211679.3006546,1198285.18298884,"11/03/2022, 23:07:53"
І5,Sectoral distribution of loans to total loans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/03/2022, 23:07:53"
S090,Sectoral distribution of loans ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/03/2022, 23:07:53"
926S,Residents (Percent),CBDI,93.39,93.42,93.43,93.45,93.24,93.33,93.28,93.24,93.37,92.76,92.79,92.83,92.22,92.13,91.73,91.81,91.65,93.83,93.54,93.54,93.28,94.08,95.99,96.08,95.7,95.92,95.9,95.86,95.75,95.93,96.08,96.15,96.13,96.01,95.81,96.2,95.86,97.12,97.61,97.74,97.16,96.78,96.18,96.31,"11/03/2022, 23:07:53"
926S1,Loans to Residents ,CBDI,1071445.67043334,1047506.0782312399,1065438.88110829,1057980.47705149,1039022.4620395601,1034697.6793311301,1020117.8463389799,1022095.7541831901,1000867.6668251,1014548.1855410599,1003040.28316559,975225.36987893,975332.0036206899,970374.3039905101,1035661.9732958204,1003283.5293716601,992926.7474982699,993898.93420316,1015655.6425901998,1017297.02908348,981403.8044672702,962547.0426348998,967885.3960116999,951225.97075063,953799.4044810002,954335.75905851,954998.3613293099,972398.3646102501,974713.9264509,984113.2206909701,985804.50813471,1016408.20007885,1020748.5195973902,1034367.0763776902,1053164.17288579,1046828.01731096,1075467.1439964802,1055888.92625868,1050406.5419684297,1050956.9079336103,1058120.05949704,1042780.6407397101,1091808.4580528098,1084877.2402734398,"11/03/2022, 23:07:53"
DT00,Sectoral distribution of total loans: Deposit-takers (Percent),CBDI,1,0.98,0.97,0.99,0.96,0.92,0.97,0.92,0.94,0.25,0.3,0.32,0.22,0.21,0.15,0.14,0.15,0.17,0.22,0.17,0.27,0.23,0.29,0.29,0.27,0.3,0.3,0.21,0.31,0.45,0.47,0.35,0.29,0.27,0.42,0.26,0.42,0.47,0.28,0.26,0.17,0.1,0.09,0.11,"11/03/2022, 23:07:53"
DT001,Loans to Deposit takers,CBDI,11521.419180050001,10961.27698382,11084.292475729999,11212.188303070001,10655.70291455,10222.89865913,10570.92641689,10113.09820238,10022.974484780001,2700.1363184,3285.73374672,3354.5460002300006,2375.4324741100004,2219.5642205900003,1719.83225537,1528.8262019100002,1596.53992352,1840.80625915,2429.51987473,1883.79435341,2809.8408937,2328.30076774,2892.70608325,2840.03307365,2670.1292898300003,2987.48433541,3016.88055855,2139.99007008,3159.4302791299997,4638.8637108699995,4814.861674389999,3717.0449884,3093.8994683200003,2900.45427345,4643.63393163,2778.73069852,4667.1281315,5139.1855528900005,3052.11361587,2780.1218712800005,1903.2242772700001,1112.49277474,1057.86698873,1232.70724476,"11/03/2022, 23:07:53"
CB00,Sectoral distribution of total loans: Central bank (Percent),CBDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/03/2022, 23:07:53"
CB001,Loans to Central Bank,CBDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/03/2022, 23:07:53"
OF00,Sectoral distribution of total loans: Other financial corporations (Percent) ,CBDI,0.75,0.74,0.77,0.79,0.79,0.76,0.76,0.79,0.82,0.78,0.86,0.91,0.73,0.7,0.63,0.58,0.57,0.65,0.58,0.58,0.65,0.55,0.56,0.58,0.81,0.8,0.9,0.9,0.85,0.86,0.91,0.93,0.93,0.93,0.954,0.89,0.94,1.02,1.08,0.94,0.9,0.88,0.87,0.8,"11/03/2022, 23:07:53"
OF001,Loans to Other financial corporations,CBDI,8591.72924779,8241.88238354,8832.511162370001,8890.4560539,8784.68115284,8387.591654970001,8350.7315465,8637.05265379,8773.46114566,8526.5886987,9349.159348930001,9576.96026124,7670.14621534,7386.23338364,7112.15269603,6320.02406699,6158.51816975,6934.65354155,6268.548262900001,6333.70418759,6876.49035545,5604.46274173,5691.325069009999,5700.5390227,8110.10314737,7989.47825541,8977.975578919999,9144.74222534,8645.67171047,8822.06569237,9327.10483534,9779.07086858,9841.6652913,10055.85108025,10438.806622740001,9643.885029199999,10520.11504961,11132.014092219999,11577.657163849999,10144.91470515,9812.23871846,9513.64017045,9830.07862717,9013.93513518,"11/03/2022, 23:07:53"
GG00,Sectoral distribution of total loans: General government (Percent) ,CBDI,0.24,0.25,0.24,0.25,0.25,0.25,0.25,0.26,0.3,0.34,0.38,0.45,0.43,0.42,0.39,0.41,0.43,0.48,0.49,0.51,0.58,0.61,0.65,1.17,1.14,1.12,1.12,1.07,1.06,1.09,1.11,1.56,1.9,2.08,2.3,2.48,2.44,2.5,2.5,2.5,2.46,2.44,2.52,2.51,"11/03/2022, 23:07:53"
GG001,Loans to General government,CBDI,2766.00947375,2751.2132366799997,2774.91202498,2779.58743287,2737.00383512,2764.67530006,2746.84791115,2834.7437820899995,3182.201722,3748.07592426,4075.97975696,4732.49043904,4533.4986827699995,4442.50835864,4374.82286477,4469.66748321,4666.58494139,5041.1894419400005,5306.01836823,5533.80682156,6101.19435661,6229.77459087,6581.11980359,11579.18431326,11396.80391342,11096.69301517,11185.42589481,10855.840759759998,10762.662888489998,11146.14055893,11383.35496229,16516.583656270002,20136.64866798,22433.78057384,25291.265641949998,26990.482113539998,27399.42854504,27155.448685540003,26940.91780855,26882.746930660003,26781.04397184,26279.52401699,28573.00324332,28245.82320993,"11/03/2022, 23:07:53"
NF00,Sectoral distribution of total loans: Nonfinancial corporations (Percent)3 ,CBDI,73.7,73.38,73.31,73.32,72.53,72.59,72.12,71.77,71.45,71.49,71.06,70.88,70.29,70.1,70.64,70.77,70.42,71.88,71.84,71.65,70.64,72.18,73.61,73.14,72.58,72.64,72.08,72.28,71.65,71.35,71.03,70.87,70.33,70.13,69.28,69.14,68.6,68.41,69.27,69.87,70.03,70.2,70.69,71,"11/03/2022, 23:07:53"
NF001,Loans to Nonfinancial corporations3,CBDI,845506.27030773,822855.06195437,836013.71013612,830052.2399932,808222.76679535,804710.89455192,788774.69460164,786806.89470876,765907.37124297,781881.905644,768102.91892529,744647.7678936201,743379.54265919,738317.04007609,797636.5728583701,773308.3908260299,762953.2665451299,761426.4258141901,779999.8781327,779261.08391743,743245.69780589,738451.42991885,742171.7076228699,724156.5341998601,723308.41639847,722715.07665394,717798.5075872899,733228.17118754,729349.9878378201,731998.72738639,728742.07286563,749205.4085056001,746727.7837787401,755513.2352163501,761537.61189229,752324.27137451,769648.5953399001,743729.66270459,745409.0967642299,751253.06496739,762683.7935297,756394.34668479,802460.55178531,799711.69267125,"11/03/2022, 23:07:53"
OD00,Sectoral distribution of total loans: Other domestic sectors (Percent) ,CBDI,17.7,18.08,18.13,18.11,18.72,18.82,19.17,19.49,19.87,19.9,20.19,20.27,20.55,20.7,19.91,19.92,20.08,20.64,20.41,20.62,21.14,20.52,20.88,20.9,20.9,21.06,21.49,21.4,21.89,22.18,22.57,22.44,22.69,22.6,22.86,23.44,23.46,24.72,24.48,24.17,23.59,23.15,22.01,21.9,"11/03/2022, 23:07:53"
OD001,Loans to Other domestic sectors,CBDI,203060.24222402,202696.64367282996,206733.45530909,205046.00526845,208622.3073417,208611.61916504998,209674.64586279998,213703.96483617,212981.65822969002,217691.4789557,218226.49138769,212913.6052848,217373.38358928,218008.95795155,224818.59262128,217656.62079352,217551.83791847999,218655.85914632998,221651.67795163998,224284.63980349002,222370.58105562,209933.07461571,210548.53743298,206949.68014116,208313.95173191,209547.02679858002,214019.57170974,217029.62036753003,222796.17373499,227507.42334241,231537.11379706,237190.09206,240948.52239105,243463.75523379998,251252.85479718,255090.64809518997,263231.87693043,268732.61522344,263426.75661593,259896.05945913002,256939.75899976998,249480.63709274,249886.95740827997,246673.08201232,"11/03/2022, 23:07:53"
NR00,Nonresidents (Percent),CBDI,6.61,6.58,6.57,6.55,6.76,6.67,6.72,6.76,6.63,7.24,7.21,7.17,7.78,7.87,8.27,8.19,8.35,6.17,6.46,6.46,6.72,5.92,4.01,3.92,4.3,4.08,4.1,4.14,4.25,4.07,3.92,3.85,3.87,3.99,4.19,3.8,4.14,2.88,2.39,2.26,2.84,3.22,3.82,3.69,"11/03/2022, 23:07:53"
NR001,Loans to Nonresidents,CBDI,75845.86959553,73788.22618102,74961.32810046,74157.84540039,75354.51666342,73947.91280349,73542.02961214999,74154.00469577,71064.99810134,79161.28096239,77949.94000908,75287.18744434,82313.17891923,82907.08337703,93421.42584382,89479.3878842,90514.25550833,65408.65262711,70139.17561768,70294.00585100999,70713.90064206,60544.675151,40411.73811126,38845.144815780004,42822.36718979,40582.66584608,40873.995734070006,41983.593335870006,43239.0043736,41770.90193208,40188.40598749,40697.597880479996,41043.51075303999,42982.51398404,46014.86227564,41301.0713348,46484.305698480006,31301.159830149998,25729.550087879998,24264.869617020002,30913.361938349997,34685.49868938,43320.25502771,41537.28079107,"11/03/2022, 23:07:53"
S100,Total gross loans,CBDI,1147291.5400288699,1121294.30441226,1140400.2092087502,1132138.32245188,1114376.97870298,1108645.59213462,1093659.87595113,1096249.75887896,1071932.66492644,1093709.46650345,1080990.22317467,1050512.55732327,1057645.1825399199,1053281.38736754,1129083.3991396404,1092762.91725586,1083441.0030065998,1059307.58683027,1085794.8182078798,1087591.03493449,1052117.7051093301,1023091.7177858999,1008297.1341229599,990071.11556641,996621.7716707902,994918.42490459,995872.3570633798,1014381.9579461201,1017952.9308245,1025884.1226230501,1025992.9141222,1057105.79795933,1061792.0303504302,1077349.5903617302,1099179.03516143,1088129.08864576,1121951.4496949601,1087190.08608883,1076136.0920563098,1075221.7775506303,1089033.42143539,1077466.13942909,1135128.7130805198,1126414.5210645099,"11/03/2022, 23:07:53"
І6,Return on assets4,CBDI,4.99,4.16,4.22,4.39,4.53,4.96,5.03,5.27,5.15,4.94,5.08,4.7,5.55,6.56,4.49,5.21,4.77,3.31,3.36,3.32,3.42,3.24,3.18,2.77,2.9,2.38,2.65,3.17,3.39,3.56,3.98,3.98,4.01,4.07,4.17,4.46,4.75,3.44,-0.02,-1.16,-0.05,-0.41,0.53,0.86,"11/03/2022, 23:07:53"
S110,Net income,CBDI,67870.35265404,56450.524990319995,57128.113842800005,59201.035065870004,60958.38542832,66812.40862022,67855.27276102286,71242.47237311999,69750.18699140001,67070.662245012,69025.7730368291,64316.10013014,83606.79323364001,99300.72715722,68368.44049236,79726.92589392,73437.786337272,51101.63878948001,52221.59869224,51894.457572135,53926.83720537333,51589.489347732,51004.27724620363,44838.091978960096,52440.05889252,43015.167015,48053.85355332,57553.23173025,61955.966373528005,65181.64440155999,73209.11275488,73525.36823082,74381.92597252,75756.75930754801,77913.37879650547,83904.44930524,96720.4051062,69502.99324056,-498.526085280028,-23157.69788793,-1024.574854656024,-8304.49788930002,10646.857355982876,17557.652029800018,"11/03/2022, 23:07:53"
S120,Total assets (Period average),CBDI,1359117.264018215,1356860.7517648533,1352266.7436934425,1349401.2468752782,1346498.0217962733,1346969.5413774643,1349077.7888959388,1351636.6480098611,1353078.944657952,1356358.3092261082,1359722.8925085024,1369518.6759607578,1506061.8410243753,1513521.617455337,1524297.7239986653,1529189.2331621484,1538081.4658795705,1543378.0266242602,1554144.8245913151,1563467.5421634957,1576389.168793465,1589838.934949159,1602276.870309353,1618132.6312249037,1805997.3399444,1807259.658135743,1810273.0027180149,1817460.563866102,1825508.009560325,1832711.214725247,1840594.7736533086,1845773.6466593342,1853048.2260834049,1860523.4371634417,1869299.8452726223,1882926.13648464,2035487.6867734352,2018780.5666698266,2004506.013943085,2001727.019140544,1999730.681925092,2001896.85532455,2024192.5820231515,2038208.3415810992,"11/03/2022, 23:07:53"
І7,Return on equity5,CBDI,45.3,36.84,36.74,38.33,39.22,42.55,42.66,44.12,42.54,40.35,40.89,37.55,40.85,47.55,32.83,38.04,35.29,24.75,25.41,25.29,26.24,25.05,24.7,21.68,24.7,20.22,22.48,27.2,29.42,30.99,34.65,34.58,34.69,35,35.61,37.86,37.56,27.38,-0.21,-9.9,-0.45,-3.68,4.68,7.66,"11/03/2022, 23:07:53"
S130,Net income,CBDI,67870.35265404,56450.524990319995,57128.113842800005,59201.035065870004,60958.38542832,66812.40862022,67855.27276102286,71242.47237311999,69750.18699140001,67070.662245012,69025.7730368291,64316.10013014,83606.79323364001,99300.72715722,68368.44049236,79726.92589392,73437.786337272,51101.63878948001,52221.59869224,51894.457572135,53926.83720537333,51589.489347732,51004.27724620363,44838.091978960096,52440.05889252,43015.167015,48053.85355332,57553.23173025,61955.966373528005,65181.64440155999,73209.11275488,73525.36823082,74381.92597252,75756.75930754801,77913.37879650547,83904.44930524,96720.4051062,69502.99324056,-498.526085280028,-23157.69788793,-1024.574854656024,-8304.49788930002,10646.857355982876,17557.652029800018,"11/03/2022, 23:07:53"
S140,Capital (Period average),CBDI,149824.46799710998,153225.9223914433,155501.535999875,154433.31504954,155440.50147845165,157026.7364759914,159045.86497247373,161488.93646247886,163981.931690906,166232.53912341635,168824.57819866997,171286.4562416,204668.136610895,208821.32908506002,208254.13573356252,209571.01201650602,208083.56693185167,206483.81402641573,205547.02123149,205199.3790422389,205493.693557235,205941.95212746365,206492.6083746625,206826.39513455614,212328.70712019998,212757.15609034998,213723.11024721497,211592.32835527597,210582.639521015,210343.50489907,211295.65865208625,212635.4222547089,214441.322926082,216470.95174800092,218771.81792933002,221610.76010556307,257485.67367447502,253801.81389155667,242378.17107369748,233975.543267514,229444.00770278834,225698.75516884428,227374.54684126,229141.1541206322,"11/03/2022, 23:07:53"
І8,Interest margin to gross income,CBDI,50.53,53.24,49.46,49.71,48.4,47.09,47.42,46.07,46.68,47.64,47.5,47.39,44.73,41.21,44.13,41.24,42.66,43.46,43.92,44.36,44.27,44.85,45.07,45,60.47,62.06,59.95,54.87,54.87,54.39,53.1,53.37,53.8,54.22,53.89,53.11,58.37,54.66,56.85,61.29,58.09,55.14,50.73,48.75,"11/03/2022, 23:07:53"
S150,Interest margin,CBDI,6990.02155307,14439.55234982,19494.3170096,25994.916279779998,32672.57362445,39320.96373696,46146.85532358,52744.24708557,59361.31204229,65953.62832314,72933.91458011999,80337.25461917,7237.6973508,14018.37411413,20811.105761360002,27337.3993822,34212.634437349996,40813.48213811,47921.3634445,55029.96711191,61807.40184488,69220.18701703,76546.91840386,83224.08375881,8412.98823845,16295.79734084,25260.396005830004,34360.680288879994,43770.240375010006,53326.70558579,63437.11585355,73604.75473141001,83782.97864563,94377.25500112,105332.2813015,117496.31529864999,11775.01053584,22113.509066990002,32475.01190358,43097.18234974,54437.477695949994,66218.5007735,78575.90402104,91139.91530413998,"11/03/2022, 23:07:53"
