"1. Interest rates of deposit-taking corporations (excluding National Bank of Ukraine) on loans (new business), breakdown by regions 
Rivne,,,23.6408,0,0,12.1089,36.8921,17.86,36.7201,,,,,,,,"11/03/2022, 23:07:51"
including,overdraft,,20.3318,0,0,17.0365,34.1258,0,36.585,,,,,,,,"11/03/2022, 23:07:51"
,excluding overdraft,,24.8113,0,0,8.892,37.2283,17.86,36.7335,,,,,,,,"11/03/2022, 23:07:51"
,including by original maturity,up to 1 year,32.7871,0,0,8.6033,38.3924,0,36.7335,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,11.5383,0,0,8.9976,27.6878,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,17.2609,0,0,0,17.1249,17.86,0,,,,,,,,"11/03/2022, 23:07:51"
including by currencies,in national currency,total,28.5199,0,0,17.0607,36.8567,17.86,36.7411,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,20.1485,0,0,17.0365,33.6802,0,39,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,32.5355,0,0,17.1014,37.2283,17.86,36.7335,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,36.853,0,0,17.3314,38.3924,0,36.7335,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,20.0123,0,0,17.0306,27.6878,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,17.2609,0,0,0,17.1249,17.86,0,,,,,,,,"11/03/2022, 23:07:51"
,in foreign currency,total,4.0901,0,0,3.6953,45.6196,0,36.5,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,45.6196,0,0,0,45.6196,0,36.5,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,3.6953,0,0,3.6953,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,4.1025,0,0,4.1025,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,3.53,0,0,3.53,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"11/03/2022, 23:07:51"
Sumy,,,22.802,0,0,14.9881,37.4205,13.5279,36.1338,,,,,,,,"11/03/2022, 23:07:51"
including,overdraft,,20.4184,0,0,17.2046,33.9015,74,0,,,,,,,,"11/03/2022, 23:07:51"
,excluding overdraft,,23.4388,0,0,14.2006,37.8842,13.52,36.1338,,,,,,,,"11/03/2022, 23:07:51"
,including by original maturity,up to 1 year,23.6249,0,0,14.0661,38.2325,0,36.1338,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,21.5595,0,0,15.7091,33.5726,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,15.2074,0,0,0,19.0815,13.52,0,,,,,,,,"11/03/2022, 23:07:51"
including by currencies,in national currency,total,23.9338,0,0,16.0096,37.42,13.5279,36.1338,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,20.3909,0,0,17.2046,33.8688,74,0,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,24.9561,0,0,15.5246,37.8842,13.52,36.1338,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,25.2984,0,0,15.5056,38.2325,0,36.1338,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,21.5595,0,0,15.7091,33.5726,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,15.2074,0,0,0,19.0815,13.52,0,,,,,,,,"11/03/2022, 23:07:51"
,in foreign currency,total,5.0826,0,0,4.9,37.8593,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,37.8593,0,0,0,37.8593,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,4.9,0,0,4.9,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,4.9,0,0,4.9,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,–,–,–,–,–,–,–,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"11/03/2022, 23:07:51"
Ternopil,,,23.1022,0,0,16.0644,36.9296,74,41.3886,,,,,,,,"11/03/2022, 23:07:51"
including,overdraft,,20.0983,0,0,17.3079,33.1129,74,36.0569,,,,,,,,"11/03/2022, 23:07:51"
,excluding overdraft,,23.9783,0,0,15.5795,37.4412,0,41.9058,,,,,,,,"11/03/2022, 23:07:51"
,including by original maturity,up to 1 year,29.4053,0,0,18.6928,38.5614,0,41.9058,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,14.3877,0,0,12.8813,28.0456,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,10.512,0,0,8.3016,18.359,0,0,,,,,,,,"11/03/2022, 23:07:51"
including by currencies,in national currency,total,24.4422,0,0,17.36,36.9751,74,41.3886,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,20.0468,0,0,17.3079,33.3528,74,36.0569,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,25.8389,0,0,17.3837,37.4412,0,41.9058,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,29.565,0,0,18.8879,38.5614,0,41.9058,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,17.0892,0,0,15.5146,28.0456,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,18.359,0,0,0,18.359,0,0,,,,,,,,"11/03/2022, 23:07:51"
,in foreign currency,total,5.3591,0,0,4.8486,27.3482,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,27.3482,0,0,0,27.3482,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,4.8486,0,0,4.8486,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,5.1391,0,0,5.1391,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,4.1917,0,0,4.1917,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,8.3016,0,0,8.3016,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
Kharkiv,,,24.6127,0,0,16.4901,38.1715,14.7099,32.6767,,,,,,,,"11/03/2022, 23:07:51"
including,overdraft,,19.5618,0,0,14.9738,39.0996,7.3333,48.5707,,,,,,,,"11/03/2022, 23:07:51"
,excluding overdraft,,25.4122,0,0,16.8161,38.1023,14.71,24.9734,,,,,,,,"11/03/2022, 23:07:51"
,including by original maturity,up to 1 year,26.4526,0,0,17.3326,39.0966,0,24.9734,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,17.9113,0,0,13.51,36.7762,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,12.0612,0,0,0,12.0358,14.71,0,,,,,,,,"11/03/2022, 23:07:51"
including by currencies,in national currency,total,25.433,0,0,17.2573,38.1697,14.7099,32.666,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,19.5457,0,0,14.9738,39.0769,7.3333,48.6748,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,26.4118,0,0,17.7919,38.1023,14.71,24.9734,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,27.6466,0,0,18.5301,39.0966,0,24.9734,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,17.9113,0,0,13.51,36.7762,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,12.0612,0,0,0,12.0358,14.71,0,,,,,,,,"11/03/2022, 23:07:51"
,in foreign currency,total,5.881,0,0,5.8014,46.2098,0,36.5,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,46.2098,0,0,0,46.2098,0,36.5,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,5.8014,0,0,5.8014,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,5.8014,0,0,5.8014,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,–,–,–,–,–,–,–,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"11/03/2022, 23:07:51"
Kherson,,,27.6192,0,0,8.8914,39.2865,13.39,44.2864,,,,,,,,"11/03/2022, 23:07:51"
including,overdraft,,36.5974,0,0,18.0815,38.772,0,44.3156,,,,,,,,"11/03/2022, 23:07:51"
,excluding overdraft,,26.3931,0,0,8.5754,39.3955,13.39,40.8,,,,,,,,"11/03/2022, 23:07:51"
,including by original maturity,up to 1 year,39.7701,0,0,14.6,39.8053,0,40.8,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,12.7546,0,0,8.5654,42.7495,13.39,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,14.7376,0,0,7.8866,14.7742,0,0,,,,,,,,"11/03/2022, 23:07:51"
including by currencies,in national currency,total,36.9988,0,0,15.1741,39.2992,13.39,44.2864,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,36.533,0,0,18.0815,38.8195,0,44.3156,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,37.0943,0,0,14.3868,39.3955,13.39,40.8,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,39.7701,0,0,14.6,39.8053,0,40.8,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,28.5994,0,0,14.3948,42.7495,13.39,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,14.7376,0,0,7.8866,14.7742,0,0,,,,,,,,"11/03/2022, 23:07:51"
,in foreign currency,total,8.2502,0,0,7.73,37.9108,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,37.9108,0,0,0,37.9108,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,7.73,0,0,7.73,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,–,–,–,–,–,–,–,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,7.73,0,0,7.73,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"11/03/2022, 23:07:51"
Khmelnytskyi,,,23.25,0,0,15.9403,36.4938,0,36.0888,,,,,,,,"11/03/2022, 23:07:51"
including,overdraft,,20.0584,0,0,16.674,35.2519,0,36.5,,,,,,,,"11/03/2022, 23:07:51"
,excluding overdraft,,24.0541,0,0,15.6886,36.6365,0,36.065,,,,,,,,"11/03/2022, 23:07:51"
,including by original maturity,up to 1 year,26.9331,0,0,18.03,37.4767,0,36.065,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,12.7733,0,0,9.7126,28.8475,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,16.3539,0,0,0,16.3539,0,0,,,,,,,,"11/03/2022, 23:07:51"
including by currencies,in national currency,total,24.9585,0,0,17.6396,36.4925,0,36.065,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,20.0272,0,0,16.674,35.2271,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,26.3455,0,0,18.0416,36.6365,0,36.065,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,27.2928,0,0,18.4378,37.4767,0,36.065,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,19.7257,0,0,15.851,28.8475,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,16.3539,0,0,0,16.3539,0,0,,,,,,,,"11/03/2022, 23:07:51"
,in foreign currency,total,4.8138,0,0,4.6761,37.8168,0,36.5,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,37.8168,0,0,0,37.8168,0,36.5,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,4.6761,0,0,4.6761,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,4.3059,0,0,4.3059,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,4.7255,0,0,4.7255,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"11/03/2022, 23:07:51"
Cherkasy,,,24.3477,13.8,0,17.0801,37.3153,30,36.0558,,,,,,,,"11/03/2022, 23:07:51"
including,overdraft,,19.2588,13.8,0,17.0427,31.9494,30,37.9111,,,,,,,,"11/03/2022, 23:07:51"
,excluding overdraft,,26.4585,0,0,17.1039,38.0568,0,36.0006,,,,,,,,"11/03/2022, 23:07:51"
,including by original maturity,up to 1 year,28.8089,0,0,18.5336,38.7051,0,36.0006,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,16.896,0,0,13.5749,32.7523,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,16.0786,0,0,0,16.0786,0,0,,,,,,,,"11/03/2022, 23:07:51"
including by currencies,in national currency,total,24.9076,13.8,0,17.6479,37.3139,30,36.0558,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,19.2137,13.8,0,17.0427,31.8502,30,37.9111,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,27.3619,0,0,18.0638,38.0568,0,36.0006,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,29.1581,0,0,18.9556,38.7051,0,36.0006,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,18.9752,0,0,15.4537,32.7523,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,16.0786,0,0,0,16.0786,0,0,,,,,,,,"11/03/2022, 23:07:51"
,in foreign currency,total,5.5897,0,0,4.7824,37.99,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,37.99,0,0,0,37.99,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,4.7824,0,0,4.7824,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,4.0962,0,0,4.0962,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,5.0488,0,0,5.0488,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"11/03/2022, 23:07:51"
Chernivtsi,,,26.8432,0,0,16.1879,35.5608,0,36.7831,,,,,,,,"11/03/2022, 23:07:51"
including,overdraft,,18.1941,0,0,13.8537,32.4304,0,36.5,,,,,,,,"11/03/2022, 23:07:51"
,excluding overdraft,,30.0311,0,0,18.1655,35.9652,0,36.8062,,,,,,,,"11/03/2022, 23:07:51"
,including by original maturity,up to 1 year,33.74,0,0,19.89,37.904,0,36.8062,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,18.7545,0,0,16.2619,24.4902,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,14.7613,0,0,0,14.7613,0,0,,,,,,,,"11/03/2022, 23:07:51"
including by currencies,in national currency,total,26.8432,0,0,16.1879,35.5608,0,36.8062,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,18.1938,0,0,13.8537,32.43,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,30.0311,0,0,18.1655,35.9652,0,36.8062,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,33.74,0,0,19.89,37.904,0,36.8062,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,18.7545,0,0,16.2619,24.4902,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,14.7613,0,0,0,14.7613,0,0,,,,,,,,"11/03/2022, 23:07:51"
,in foreign currency,total,37.0443,0,0,0,37.0443,0,36.5,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,37.0443,0,0,0,37.0443,0,36.5,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,–,–,–,–,–,–,–,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,–,–,–,–,–,–,–,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,–,–,–,–,–,–,–,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,–,–,–,–,–,–,–,,,,,,,,"11/03/2022, 23:07:51"
Chernihiv,,,27.6729,0,0,17.7749,36.9744,16.8,37.8907,,,,,,,,"11/03/2022, 23:07:51"
including,overdraft,,21.2543,0,0,18.3928,33.3954,16.8,38,,,,,,,,"11/03/2022, 23:07:51"
,excluding overdraft,,30.0379,0,0,17.2698,37.3703,0,36.2715,,,,,,,,"11/03/2022, 23:07:51"
,including by original maturity,up to 1 year,33.8181,0,0,16.3204,37.9251,0,36.2715,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,20.6452,0,0,17.8393,36.2293,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,13.1793,0,0,0,13.1793,0,0,,,,,,,,"11/03/2022, 23:07:51"
including by currencies,in national currency,total,27.9907,0,0,18.1222,37.0189,16.8,37.8907,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,21.2388,0,0,18.3928,33.3731,16.8,38,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,30.5267,0,0,17.8889,37.421,0,36.2715,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,34.5687,0,0,17.9849,37.9251,0,36.2715,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,20.6452,0,0,17.8393,36.2293,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,13.8028,0,0,0,13.8028,0,0,,,,,,,,"11/03/2022, 23:07:51"
,in foreign currency,total,6.5002,0,0,5.8975,14.6026,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,overdraft,37.9663,0,0,0,37.9663,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,excluding overdraft,5.9606,0,0,5.8975,7.0825,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,up to 1 year,5.8975,0,0,5.8975,0,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,over 1 year and up to 5 years,–,–,–,–,–,–,–,,,,,,,,"11/03/2022, 23:07:51"
,,over 5 years,7.0825,0,0,0,7.0825,0,0,,,,,,,,"11/03/2022, 23:07:51"
,,,,,,,,,,,,,,,,,"11/03/2022, 23:07:51"
